publication_id,ventas_30d,visitas_30d,precio_actual,categoria_ss_ekmeans,centroide_mas_cercano,coincide_centroide_mas_cercano,margen_asignacion,grupo_interpretacion,ventas_log_estandarizada,visitas_log_estandarizada,precio_estandarizado,distancia_centroide_A,distancia_centroide_B,distancia_centroide_C,score_inicial,categoria_score
MLC3765241520,0,4,24999,A,C,False,-0.779746449081,fronteriza_por_capacidad,-0.238234122265,0.623888669758,0.0532755210212,1.54792955314,1.34778394577,1.27135339399,0.529554,B
MLC3856909388,0,4,20999,A,C,False,-0.875929076386,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.254676537294,1.491233606,1.60751726785,1.16096881581,0.47956,B
MLC1887672271,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC1887711079,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC1887757149,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC3765241248,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC3765241360,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC3794517746,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC3945446488,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC4031978584,0,4,19999,A,C,False,-0.899974733212,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.331664551873,1.48672000765,1.67500599667,1.14471028996,0.467061,B
MLC3960430484,0,4,18999,A,C,False,-0.924020390038,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.408652566452,1.48618619406,1.74328216881,1.1334588715,0.454562,B
MLC4029229406,0,4,15999,A,C,False,-0.996157360516,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.639616610188,1.50834821009,1.95200447397,1.13090979409,0.417067,B
MLC3856909384,0,4,14999,A,C,False,-1.02020301734,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-0.716604624767,1.52346466328,2.02265329029,1.14050057559,0.404568,B
MLC1919366321,0,4,9999,A,C,False,-1.14043130147,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.10154469766,1.65163873132,2.3817987522,1.25995206152,0.342075,C
MLC3738043122,0,4,9999,A,C,False,-1.14043130147,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.10154469766,1.65163873132,2.3817987522,1.25995206152,0.342075,C
MLC3856884990,0,4,9999,A,C,False,-1.14043130147,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.10154469766,1.65163873132,2.3817987522,1.25995206152,0.342075,C
MLC3856956688,0,4,9999,A,C,False,-1.14043130147,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.10154469766,1.65163873132,2.3817987522,1.25995206152,0.342075,C
MLC1967126371,0,4,4999,A,C,False,-1.2606595856,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.48648477056,1.85235907339,2.74793776835,1.47328698874,0.279582,C
MLC3746224798,0,4,4999,A,C,False,-1.2606595856,fronteriza_por_capacidad,-0.238234122265,0.623888669758,-1.48648477056,1.85235907339,2.74793776835,1.47328698874,0.279582,C
MLC1887672107,0,3,24999,A,C,False,-1.58181157003,fronteriza_por_capacidad,-0.238234122265,0.424433837639,0.0532755210212,1.66993319716,1.24150902172,1.09857421823,0.490806,B
MLC3856909380,0,3,20999,A,C,False,-1.67799419733,fronteriza_por_capacidad,-0.238234122265,0.424433837639,-0.254676537294,1.61751928865,1.51951796731,0.968697296288,0.440812,B
MLC1887672099,0,3,19999,A,C,False,-1.70203985416,fronteriza_por_capacidad,-0.238234122265,0.424433837639,-0.331664551873,1.61335903092,1.59074453493,0.94915094084,0.428313,B
MLC1887672361,0,3,19999,A,C,False,-1.70203985416,fronteriza_por_capacidad,-0.238234122265,0.424433837639,-0.331664551873,1.61335903092,1.59074453493,0.94915094084,0.428313,B
MLC1887757475,0,3,19999,A,C,False,-1.70203985416,fronteriza_por_capacidad,-0.238234122265,0.424433837639,-0.331664551873,1.61335903092,1.59074453493,0.94915094084,0.428313,B
MLC3738073704,0,3,19999,A,C,False,-1.70203985416,fronteriza_por_capacidad,-0.238234122265,0.424433837639,-0.331664551873,1.61335903092,1.59074453493,0.94915094084,0.428313,B
MLC1908462665,0,99,69999,B,B,True,2.18854768267,compatible_directamente,-0.238234122265,3.30159669303,3.51773617707,4.45393580364,4.20107087066,5.55946802137,1.612182,A
MLC1908478659,0,80,84999,B,B,True,6.34375971852,compatible_directamente,-0.238234122265,3.11324561733,4.67255639575,5.43456924704,4.81568096767,6.34097425963,1.763071,A
