publication_id,categoria_referencia,veces_incluida,veces_comparable,veces_A,veces_B,veces_C,veces_ambigua,categoria_modal_bootstrap,probabilidad_categoria_modal,estabilidad_categoria_referencia
MLC3765179266,C,65,65,0,1,64,0,C,0.9846153846153847,0.9846153846153847
MLC3765179280,C,62,62,0,0,62,0,C,1.0,1.0
MLC3765179298,A,58,58,58,0,0,0,A,1.0,1.0
MLC3765179358,C,61,61,0,4,57,0,C,0.9344262295081968,0.9344262295081968
MLC3765179368,A,60,60,58,2,0,0,A,0.9666666666666667,0.9666666666666667
MLC3765179374,A,61,61,60,0,1,0,A,0.9836065573770492,0.9836065573770492
MLC3765179410,C,61,61,0,0,61,0,C,1.0,1.0
MLC3765179436,B,56,56,0,56,0,0,B,1.0,1.0
MLC3765179456,C,58,58,0,0,58,0,C,1.0,1.0
MLC3765179470,C,65,65,0,0,65,0,C,1.0,1.0
MLC3765192162,C,69,69,0,0,69,0,C,1.0,1.0
MLC3765192168,C,61,61,0,0,61,0,C,1.0,1.0
MLC3765192182,C,65,62,24,0,38,3,C,0.6129032258064516,0.6129032258064516
MLC3765192188,C,61,61,0,0,61,0,C,1.0,1.0
MLC3765192192,B,67,67,0,67,0,0,B,1.0,1.0
MLC3765192222,C,64,64,0,0,64,0,C,1.0,1.0
MLC3765192246,C,61,61,0,0,61,0,C,1.0,1.0
MLC3765192258,C,75,75,0,0,75,0,C,1.0,1.0
MLC3765192320,C,62,62,0,0,62,0,C,1.0,1.0
MLC3765192334,A,60,60,60,0,0,0,A,1.0,1.0
MLC3765192356,C,60,60,0,0,60,0,C,1.0,1.0
MLC3765192410,B,67,67,0,67,0,0,B,1.0,1.0
MLC3765192418,C,66,66,0,0,66,0,C,1.0,1.0
MLC3765192420,C,69,69,0,0,69,0,C,1.0,1.0
MLC3765241240,A,67,67,67,0,0,0,A,1.0,1.0
MLC3765241242,B,65,65,0,65,0,0,B,1.0,1.0
MLC3765241244,C,64,64,0,0,64,0,C,1.0,1.0
MLC3765241248,A,67,67,66,0,1,0,A,0.9850746268656716,0.9850746268656716
MLC3765241256,B,59,59,0,59,0,0,B,1.0,1.0
MLC3765241262,B,69,69,0,69,0,0,B,1.0,1.0
MLC3765241264,C,66,66,0,0,66,0,C,1.0,1.0
MLC3765241282,C,63,63,0,0,63,0,C,1.0,1.0
MLC3765241288,C,49,49,0,0,49,0,C,1.0,1.0
MLC3765241294,C,63,63,0,0,63,0,C,1.0,1.0
MLC3765241302,C,60,60,0,0,60,0,C,1.0,1.0
MLC3765241308,B,68,68,0,68,0,0,B,1.0,1.0
MLC3765241310,B,65,65,0,65,0,0,B,1.0,1.0
MLC3765241314,C,57,57,0,0,57,0,C,1.0,1.0
MLC3765241336,B,65,65,0,65,0,0,B,1.0,1.0
MLC3765241360,A,71,71,71,0,0,0,A,1.0,1.0
MLC3765241416,C,65,65,0,0,65,0,C,1.0,1.0
MLC3765241450,C,67,67,0,0,67,0,C,1.0,1.0
MLC3765241490,A,67,67,67,0,0,0,A,1.0,1.0
MLC3765241504,C,67,67,0,0,67,0,C,1.0,1.0
MLC3765241512,A,60,59,40,19,0,1,A,0.6779661016949152,0.6779661016949152
MLC3765241518,C,60,60,0,0,60,0,C,1.0,1.0
MLC3765241520,A,75,75,74,1,0,0,A,0.9866666666666667,0.9866666666666667
MLC3765241532,B,62,62,0,62,0,0,B,1.0,1.0
MLC3765241546,B,62,62,1,61,0,0,B,0.9838709677419355,0.9838709677419355
MLC3765241570,C,61,61,0,0,61,0,C,1.0,1.0
MLC3765241576,B,69,69,0,69,0,0,B,1.0,1.0
MLC3765241578,C,67,67,0,0,67,0,C,1.0,1.0
MLC3765241588,B,65,65,0,65,0,0,B,1.0,1.0
MLC3765241600,C,55,51,18,0,33,4,C,0.6470588235294118,0.6470588235294118
MLC3776440424,C,70,70,0,0,70,0,C,1.0,1.0
MLC3776551612,C,68,68,0,0,68,0,C,1.0,1.0
MLC3794462978,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794462980,B,66,64,0,62,2,2,B,0.96875,0.96875
MLC3794462982,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794462984,C,67,67,0,0,67,0,C,1.0,1.0
MLC3794462986,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794462990,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794462992,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794462996,C,66,66,24,0,42,0,C,0.6363636363636364,0.6363636363636364
MLC3794462998,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794463000,C,52,52,0,0,52,0,C,1.0,1.0
MLC3794463002,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794463004,A,60,60,60,0,0,0,A,1.0,1.0
MLC3794463006,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794463008,C,69,69,0,0,69,0,C,1.0,1.0
MLC3794463010,B,58,57,0,55,2,1,B,0.9649122807017544,0.9649122807017544
MLC3794463012,C,64,64,0,5,59,0,C,0.921875,0.921875
MLC3794463018,B,71,71,0,71,0,0,B,1.0,1.0
MLC3794463026,C,64,63,0,2,61,1,C,0.9682539682539683,0.9682539682539683
MLC3794463028,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794463030,C,69,69,0,0,69,0,C,1.0,1.0
MLC3794463032,B,66,66,0,66,0,0,B,1.0,1.0
MLC3794463034,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794463036,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794463038,C,65,62,0,3,59,3,C,0.9516129032258065,0.9516129032258065
MLC3794463040,C,72,69,20,0,49,3,C,0.7101449275362319,0.7101449275362319
MLC3794463042,B,67,67,0,67,0,0,B,1.0,1.0
MLC3794463044,B,68,68,0,68,0,0,B,1.0,1.0
MLC3794463050,B,59,59,2,57,0,0,B,0.9661016949152542,0.9661016949152542
MLC3794463054,C,72,72,0,0,72,0,C,1.0,1.0
MLC3794463056,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794463058,C,53,53,0,0,53,0,C,1.0,1.0
MLC3794463060,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794463062,B,69,69,0,69,0,0,B,1.0,1.0
MLC3794463064,B,70,70,0,70,0,0,B,1.0,1.0
MLC3794463066,C,59,59,0,0,59,0,C,1.0,1.0
MLC3794463070,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794463072,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794463074,B,66,66,0,66,0,0,B,1.0,1.0
MLC3794463076,C,53,53,0,0,53,0,C,1.0,1.0
MLC3794463078,C,59,59,0,0,59,0,C,1.0,1.0
MLC3794463080,B,68,68,0,63,5,0,B,0.9264705882352942,0.9264705882352942
MLC3794463084,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794463086,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794463088,B,62,62,0,62,0,0,B,1.0,1.0
MLC3794463090,B,60,59,0,56,3,1,B,0.9491525423728814,0.9491525423728814
MLC3794493556,B,64,63,0,58,5,1,B,0.9206349206349206,0.9206349206349206
MLC3794493558,B,52,52,0,52,0,0,B,1.0,1.0
MLC3794493560,C,65,65,0,0,65,0,C,1.0,1.0
MLC3794493564,C,58,58,0,0,58,0,C,1.0,1.0
MLC3794493566,C,55,55,0,0,55,0,C,1.0,1.0
MLC3794493568,C,67,67,0,0,67,0,C,1.0,1.0
MLC3794493570,C,69,69,0,0,69,0,C,1.0,1.0
MLC3794493572,C,54,54,0,0,54,0,C,1.0,1.0
MLC3794493574,C,68,68,0,0,68,0,C,1.0,1.0
MLC3794493576,C,67,67,0,0,67,0,C,1.0,1.0
MLC3794493578,B,57,57,0,57,0,0,B,1.0,1.0
MLC3794493580,C,67,67,0,0,67,0,C,1.0,1.0
MLC3794493582,B,63,62,0,58,4,1,B,0.9354838709677419,0.9354838709677419
MLC3794493586,A,69,69,69,0,0,0,A,1.0,1.0
MLC3794493590,B,69,69,0,69,0,0,B,1.0,1.0
MLC3794493592,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794493596,C,62,62,0,2,60,0,C,0.967741935483871,0.967741935483871
MLC3794493598,B,65,65,0,65,0,0,B,1.0,1.0
MLC3794493600,B,69,68,0,63,5,1,B,0.9264705882352942,0.9264705882352942
MLC3794493602,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794493604,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794493606,B,70,70,0,70,0,0,B,1.0,1.0
MLC3794493608,C,58,58,0,0,58,0,C,1.0,1.0
MLC3794493612,B,65,65,0,65,0,0,B,1.0,1.0
MLC3794493614,B,66,66,0,66,0,0,B,1.0,1.0
MLC3794493620,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794493622,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794493624,B,55,55,0,55,0,0,B,1.0,1.0
MLC3794493626,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794493628,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794493630,B,60,60,0,60,0,0,B,1.0,1.0
MLC3794493632,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794493634,C,56,56,0,0,56,0,C,1.0,1.0
MLC3794493636,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794493638,B,67,67,0,67,0,0,B,1.0,1.0
MLC3794493640,C,65,65,0,0,65,0,C,1.0,1.0
MLC3794493642,B,63,62,0,61,1,1,B,0.9838709677419355,0.9838709677419355
MLC3794493644,C,52,52,0,0,52,0,C,1.0,1.0
MLC3794493646,C,58,58,0,0,58,0,C,1.0,1.0
MLC3794493648,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794493650,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794493652,B,59,57,0,53,4,2,B,0.9298245614035088,0.9298245614035088
MLC3794493654,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794493658,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506280,C,57,57,0,0,57,0,C,1.0,1.0
MLC3794506282,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794506286,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506288,B,55,55,0,55,0,0,B,1.0,1.0
MLC3794506290,B,68,68,0,68,0,0,B,1.0,1.0
MLC3794506292,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794506296,B,60,60,0,60,0,0,B,1.0,1.0
MLC3794506298,B,62,61,0,58,3,1,B,0.9508196721311475,0.9508196721311475
MLC3794506300,C,67,65,0,23,42,2,C,0.6461538461538462,0.6461538461538462
MLC3794506302,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506304,B,74,74,0,74,0,0,B,1.0,1.0
MLC3794506306,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506312,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794506316,B,56,56,0,56,0,0,B,1.0,1.0
MLC3794506318,A,65,65,65,0,0,0,A,1.0,1.0
MLC3794506320,B,72,72,0,72,0,0,B,1.0,1.0
MLC3794506322,B,67,67,0,67,0,0,B,1.0,1.0
MLC3794506324,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506326,B,59,59,0,59,0,0,B,1.0,1.0
MLC3794506328,B,66,66,0,66,0,0,B,1.0,1.0
MLC3794506330,C,53,53,0,0,53,0,C,1.0,1.0
MLC3794506332,B,61,61,0,61,0,0,B,1.0,1.0
MLC3794506334,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506336,B,59,57,0,54,3,2,B,0.9473684210526315,0.9473684210526315
MLC3794506338,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794506340,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794506344,C,72,72,0,0,72,0,C,1.0,1.0
MLC3794506346,B,63,63,0,63,0,0,B,1.0,1.0
MLC3794506348,C,71,71,0,0,71,0,C,1.0,1.0
MLC3794506350,C,55,55,0,0,55,0,C,1.0,1.0
MLC3794506354,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794506356,C,71,71,0,0,71,0,C,1.0,1.0
MLC3794506358,C,66,66,0,0,66,0,C,1.0,1.0
MLC3794506360,C,71,71,0,0,71,0,C,1.0,1.0
MLC3794506362,C,56,56,0,0,56,0,C,1.0,1.0
MLC3794506364,B,63,63,0,63,0,0,B,1.0,1.0
MLC3794506368,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794506370,B,65,65,1,64,0,0,B,0.9846153846153847,0.9846153846153847
MLC3794506372,B,59,59,0,59,0,0,B,1.0,1.0
MLC3794506374,C,58,58,0,0,58,0,C,1.0,1.0
MLC3794506376,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794506378,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794506380,B,56,56,0,56,0,0,B,1.0,1.0
MLC3794506382,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794506384,A,62,62,62,0,0,0,A,1.0,1.0
MLC3794506386,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794517732,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794517734,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794517736,C,68,68,0,0,68,0,C,1.0,1.0
MLC3794517738,C,53,53,0,0,53,0,C,1.0,1.0
MLC3794517740,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794517742,C,63,63,0,0,63,0,C,1.0,1.0
MLC3794517744,C,61,59,0,4,55,2,C,0.9322033898305084,0.9322033898305084
MLC3794517746,A,61,61,61,0,0,0,A,1.0,1.0
MLC3794517748,C,66,66,0,0,66,0,C,1.0,1.0
MLC3794517750,A,65,65,65,0,0,0,A,1.0,1.0
MLC3794517752,C,67,65,0,8,57,2,C,0.8769230769230769,0.8769230769230769
MLC3794517754,B,65,65,0,65,0,0,B,1.0,1.0
MLC3794517758,B,66,66,0,66,0,0,B,1.0,1.0
MLC3794517760,C,59,56,0,14,42,3,C,0.75,0.75
MLC3794517764,B,60,60,0,60,0,0,B,1.0,1.0
MLC3794517766,C,56,56,0,0,56,0,C,1.0,1.0
MLC3794517768,C,68,68,0,0,68,0,C,1.0,1.0
MLC3794517770,C,63,62,0,23,39,1,C,0.6290322580645161,0.6290322580645161
MLC3794517772,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794517774,B,65,65,0,65,0,0,B,1.0,1.0
MLC3794517776,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794517778,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794517780,C,65,65,0,20,45,0,C,0.6923076923076923,0.6923076923076923
MLC3794517782,B,63,62,0,57,5,1,B,0.9193548387096774,0.9193548387096774
MLC3794517784,B,70,70,0,70,0,0,B,1.0,1.0
MLC3794517786,B,61,57,22,19,16,4,A,0.38596491228070173,0.3333333333333333
MLC3794517788,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794517790,B,53,53,0,53,0,0,B,1.0,1.0
MLC3794517792,B,64,64,0,64,0,0,B,1.0,1.0
MLC3794517794,C,59,59,0,0,59,0,C,1.0,1.0
MLC3794517796,C,60,60,0,0,60,0,C,1.0,1.0
MLC3794517798,B,71,71,0,71,0,0,B,1.0,1.0
MLC3794517802,B,63,63,0,63,0,0,B,1.0,1.0
MLC3794517804,C,69,69,0,0,69,0,C,1.0,1.0
MLC3794517806,B,57,57,0,57,0,0,B,1.0,1.0
MLC3794517810,B,68,67,0,64,3,1,B,0.9552238805970149,0.9552238805970149
MLC3794517812,C,51,51,0,0,51,0,C,1.0,1.0
MLC3794517814,C,66,66,0,0,66,0,C,1.0,1.0
MLC3794517816,B,62,62,0,62,0,0,B,1.0,1.0
MLC3794517818,C,61,61,0,0,61,0,C,1.0,1.0
MLC3794517820,C,64,63,0,23,40,1,C,0.6349206349206349,0.6349206349206349
MLC3794517822,C,58,58,0,0,58,0,C,1.0,1.0
MLC3794517824,C,59,59,0,0,59,0,C,1.0,1.0
MLC3794517828,C,72,72,0,0,72,0,C,1.0,1.0
MLC3794517830,B,60,60,0,60,0,0,B,1.0,1.0
MLC3794517832,B,64,61,0,58,3,3,B,0.9508196721311475,0.9508196721311475
MLC3794517836,B,68,68,0,68,0,0,B,1.0,1.0
MLC3794517838,C,64,64,0,0,64,0,C,1.0,1.0
MLC3794517842,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794517846,C,62,62,0,0,62,0,C,1.0,1.0
MLC3794517848,C,62,62,0,0,62,0,C,1.0,1.0
MLC3798710954,A,67,67,67,0,0,0,A,1.0,1.0
MLC3820925964,B,61,61,25,36,0,0,B,0.5901639344262295,0.5901639344262295
MLC3824539038,C,67,67,0,0,67,0,C,1.0,1.0
MLC3824556494,C,68,68,0,0,68,0,C,1.0,1.0
MLC3824629306,C,58,58,0,0,58,0,C,1.0,1.0
MLC3855241456,A,61,61,61,0,0,0,A,1.0,1.0
MLC3856837238,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856837244,C,60,60,0,0,60,0,C,1.0,1.0
MLC3856837296,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856837298,B,66,66,0,66,0,0,B,1.0,1.0
MLC3856837300,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856837310,A,63,63,63,0,0,0,A,1.0,1.0
MLC3856837312,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856837320,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856850174,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856850178,B,70,70,15,55,0,0,B,0.7857142857142857,0.7857142857142857
MLC3856850180,A,68,68,56,12,0,0,A,0.8235294117647058,0.8235294117647058
MLC3856850182,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856850188,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856850190,B,65,65,0,65,0,0,B,1.0,1.0
MLC3856850192,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856850206,C,65,65,0,0,65,0,C,1.0,1.0
MLC3856850228,B,71,71,0,71,0,0,B,1.0,1.0
MLC3856850240,B,67,67,0,67,0,0,B,1.0,1.0
MLC3856850252,B,65,65,0,65,0,0,B,1.0,1.0
MLC3856850262,C,56,56,0,0,56,0,C,1.0,1.0
MLC3856871920,A,56,55,39,16,0,1,A,0.7090909090909091,0.7090909090909091
MLC3856871922,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856871936,B,66,66,0,66,0,0,B,1.0,1.0
MLC3856871942,C,60,60,0,0,60,0,C,1.0,1.0
MLC3856871944,C,64,64,0,2,62,0,C,0.96875,0.96875
MLC3856871948,B,56,56,0,56,0,0,B,1.0,1.0
MLC3856871950,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856871954,C,60,60,0,0,60,0,C,1.0,1.0
MLC3856871968,B,67,67,0,67,0,0,B,1.0,1.0
MLC3856871972,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856871982,C,64,62,0,1,61,2,C,0.9838709677419355,0.9838709677419355
MLC3856871988,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856872022,B,60,60,0,60,0,0,B,1.0,1.0
MLC3856872036,C,62,62,0,2,60,0,C,0.967741935483871,0.967741935483871
MLC3856884968,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856884970,B,65,65,0,65,0,0,B,1.0,1.0
MLC3856884974,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856884980,B,63,63,0,63,0,0,B,1.0,1.0
MLC3856884982,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856884984,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856884988,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856884990,A,64,64,52,0,12,0,A,0.8125,0.8125
MLC3856884992,B,63,63,9,54,0,0,B,0.8571428571428571,0.8571428571428571
MLC3856885010,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856885018,C,56,55,0,4,51,1,C,0.9272727272727272,0.9272727272727272
MLC3856885028,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856885036,B,66,66,0,66,0,0,B,1.0,1.0
MLC3856885050,B,61,61,0,61,0,0,B,1.0,1.0
MLC3856885072,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856885080,C,55,55,0,0,55,0,C,1.0,1.0
MLC3856885082,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856897652,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856897654,B,61,61,0,61,0,0,B,1.0,1.0
MLC3856897656,B,65,61,0,60,1,4,B,0.9836065573770492,0.9836065573770492
MLC3856897660,B,65,65,1,64,0,0,B,0.9846153846153847,0.9846153846153847
MLC3856897664,B,52,52,0,52,0,0,B,1.0,1.0
MLC3856897668,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856897684,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856897686,B,63,63,0,63,0,0,B,1.0,1.0
MLC3856897706,C,55,55,0,0,55,0,C,1.0,1.0
MLC3856897716,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856897732,B,63,62,0,60,2,1,B,0.967741935483871,0.967741935483871
MLC3856897736,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856897742,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856897746,A,56,56,56,0,0,0,A,1.0,1.0
MLC3856897756,B,55,55,0,55,0,0,B,1.0,1.0
MLC3856897788,C,75,74,8,0,66,1,C,0.8918918918918919,0.8918918918918919
MLC3856909348,C,60,60,0,0,60,0,C,1.0,1.0
MLC3856909350,C,70,70,0,0,70,0,C,1.0,1.0
MLC3856909352,B,55,55,5,50,0,0,B,0.9090909090909091,0.9090909090909091
MLC3856909358,B,68,68,0,68,0,0,B,1.0,1.0
MLC3856909360,B,60,60,0,60,0,0,B,1.0,1.0
MLC3856909370,B,72,72,0,72,0,0,B,1.0,1.0
MLC3856909380,A,69,69,37,0,32,0,A,0.5362318840579711,0.5362318840579711
MLC3856909384,A,59,59,51,0,8,0,A,0.864406779661017,0.864406779661017
MLC3856909388,A,59,59,59,0,0,0,A,1.0,1.0
MLC3856909398,B,65,61,0,57,4,4,B,0.9344262295081968,0.9344262295081968
MLC3856909418,B,58,58,0,58,0,0,B,1.0,1.0
MLC3856909442,C,56,56,0,0,56,0,C,1.0,1.0
MLC3856909472,C,61,61,0,0,61,0,C,1.0,1.0
MLC3856909476,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856922450,C,68,68,0,0,68,0,C,1.0,1.0
MLC3856922454,B,64,64,10,54,0,0,B,0.84375,0.84375
MLC3856922470,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856922474,C,70,70,0,0,70,0,C,1.0,1.0
MLC3856922482,A,66,66,66,0,0,0,A,1.0,1.0
MLC3856922486,C,62,62,0,3,59,0,C,0.9516129032258065,0.9516129032258065
MLC3856922490,B,61,61,0,61,0,0,B,1.0,1.0
MLC3856922504,C,66,66,0,0,66,0,C,1.0,1.0
MLC3856922522,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856922524,B,63,63,0,63,0,0,B,1.0,1.0
MLC3856922582,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856935082,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856935086,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856935088,C,61,60,0,2,58,1,C,0.9666666666666667,0.9666666666666667
MLC3856935092,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856935094,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856935100,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856935110,C,63,63,0,0,63,0,C,1.0,1.0
MLC3856935118,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856935122,C,72,72,0,2,70,0,C,0.9722222222222222,0.9722222222222222
MLC3856935124,B,74,74,0,74,0,0,B,1.0,1.0
MLC3856935126,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856935128,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856935140,C,66,66,0,0,66,0,C,1.0,1.0
MLC3856935146,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856935166,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856935170,B,60,60,0,60,0,0,B,1.0,1.0
MLC3856935172,C,67,67,0,0,67,0,C,1.0,1.0
MLC3856935196,B,62,60,0,54,6,2,B,0.9,0.9
MLC3856935212,C,59,59,0,0,59,0,C,1.0,1.0
MLC3856943700,B,73,73,0,73,0,0,B,1.0,1.0
MLC3856943702,B,67,67,0,67,0,0,B,1.0,1.0
MLC3856943708,A,71,71,71,0,0,0,A,1.0,1.0
MLC3856943710,B,73,73,0,73,0,0,B,1.0,1.0
MLC3856943716,C,55,55,0,0,55,0,C,1.0,1.0
MLC3856943730,B,67,67,4,63,0,0,B,0.9402985074626866,0.9402985074626866
MLC3856943734,C,58,58,0,0,58,0,C,1.0,1.0
MLC3856943750,C,61,61,0,0,61,0,C,1.0,1.0
MLC3856943782,B,61,61,0,61,0,0,B,1.0,1.0
MLC3856943792,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856943800,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856943802,C,72,72,0,0,72,0,C,1.0,1.0
MLC3856943812,C,56,56,0,0,56,0,C,1.0,1.0
MLC3856943820,B,59,59,0,59,0,0,B,1.0,1.0
MLC3856956648,B,66,66,3,63,0,0,B,0.9545454545454546,0.9545454545454546
MLC3856956650,C,60,60,0,0,60,0,C,1.0,1.0
MLC3856956654,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856956674,C,66,66,0,0,66,0,C,1.0,1.0
MLC3856956676,B,65,65,0,65,0,0,B,1.0,1.0
MLC3856956688,A,65,65,56,0,9,0,A,0.8615384615384616,0.8615384615384616
MLC3856956690,C,62,62,0,0,62,0,C,1.0,1.0
MLC3856956722,C,61,61,0,0,61,0,C,1.0,1.0
MLC3856956764,B,62,62,0,62,0,0,B,1.0,1.0
MLC3856969738,C,67,67,0,0,67,0,C,1.0,1.0
MLC3856969750,C,64,64,0,0,64,0,C,1.0,1.0
MLC3856969768,C,57,57,0,0,57,0,C,1.0,1.0
MLC3856969828,B,68,68,0,68,0,0,B,1.0,1.0
MLC3936734218,C,59,59,0,0,59,0,C,1.0,1.0
MLC3936773372,C,63,63,0,0,63,0,C,1.0,1.0
MLC3936773374,A,57,57,57,0,0,0,A,1.0,1.0
MLC3945379858,A,69,69,69,0,0,0,A,1.0,1.0
MLC3945446488,A,63,63,63,0,0,0,A,1.0,1.0
MLC3945752680,A,54,54,54,0,0,0,A,1.0,1.0
MLC3945754710,A,62,62,62,0,0,0,A,1.0,1.0
MLC3945755342,C,61,61,0,0,61,0,C,1.0,1.0
MLC3946823992,C,69,67,8,0,59,2,C,0.8805970149253731,0.8805970149253731
MLC3951882858,C,58,58,0,0,58,0,C,1.0,1.0
MLC3960430484,A,62,61,58,0,3,1,A,0.9508196721311475,0.9508196721311475
MLC3960455936,A,62,62,62,0,0,0,A,1.0,1.0
MLC3964323930,A,62,62,62,0,0,0,A,1.0,1.0
MLC3964479062,C,74,74,0,0,74,0,C,1.0,1.0
MLC3965075234,A,58,58,58,0,0,0,A,1.0,1.0
MLC3968076530,A,60,60,60,0,0,0,A,1.0,1.0
MLC3968095692,A,69,69,69,0,0,0,A,1.0,1.0
MLC3994367164,C,63,63,0,0,63,0,C,1.0,1.0
MLC4029203790,B,65,65,0,65,0,0,B,1.0,1.0
MLC4029205684,A,62,62,62,0,0,0,A,1.0,1.0
MLC4029229406,A,65,65,62,0,3,0,A,0.9538461538461539,0.9538461538461539
MLC4029242122,A,69,69,69,0,0,0,A,1.0,1.0
MLC4031342472,B,66,66,1,65,0,0,B,0.9848484848484849,0.9848484848484849
MLC4031965378,C,65,65,8,0,57,0,C,0.8769230769230769,0.8769230769230769
MLC4031978584,A,66,66,66,0,0,0,A,1.0,1.0
MLC4032146998,A,63,63,63,0,0,0,A,1.0,1.0
