id_ejecucion,servicio,endpoint,publicaciones,repeticion,http_status,latencia_total_s,tiempo_interno_s,publicaciones_por_segundo,memoria_base_mb,memoria_pico_mb,incremento_memoria_mb,id_entrenamiento,version_artefacto,accuracy,balanced_accuracy,macro_f1
services-performance-20260807T012830226406Z-d0b73d1298,entrenamiento_autosklearn,/api/explainability/autosklearn/train,832,1,200,646.7747102,608.89,,,,,train-20260807T014359148251Z-afb806280f46,4,0.9760479041916168,0.9841269841269842,0.972822299651568
