bootstrap_id,sample_seed,n_total,n_unicos_muestra,cobertura_muestra,n_fuera_muestra,proporcion_fuera_muestra,n_asignaciones_ambiguas,n_comparables,proporcion_comparable,iteraciones,inercia,silhouette,davies_bouldin,calinski_harabasz,ari_referencia,coincidencia_referencia,jaccard_A,jaccard_B,jaccard_C,cantidad_A,cantidad_B,cantidad_C,tiempo_segundos,error
23,2048,832,534,0.6418269230769231,298,0.35817307692307687,0,534,0.6418269230769231,12,1330.1239662086405,0.3730851821382299,1.113166793220593,363.3162233622337,0.9638080776160656,0.9868913857677902,0.944954128440367,0.9815950920245399,0.9814126394052045,166,250,416,5.955085000001418,
24,2049,832,514,0.6177884615384616,318,0.38221153846153844,1,513,0.6165865384615384,7,1325.9727403467473,0.37510744626336734,1.093652898315422,365.75133437467883,0.9378147018367566,0.9785575048732943,0.9405940594059405,0.950920245398773,0.9692307692307692,166,250,416,4.4598483000008855,
25,2050,832,514,0.6177884615384616,318,0.38221153846153844,1,513,0.6165865384615384,7,1343.0331160837131,0.36404692287365165,1.1135011510571238,355.83990272471584,0.9269578258835366,0.9688109161793372,0.8545454545454545,0.9371069182389937,0.9769230769230769,166,250,416,5.732513400000244,
26,2051,832,535,0.6430288461538461,297,0.35697115384615385,5,530,0.6370192307692307,7,1375.264868872705,0.3622295811420769,1.1103626438171832,337.7856312384733,0.9347246211668528,0.9773584905660377,0.9351851851851852,0.9487179487179487,0.9676258992805755,166,250,416,4.506850499999928,
27,2052,832,524,0.6298076923076923,308,0.3701923076923077,1,523,0.6286057692307693,9,1353.7704568715435,0.3484682777240448,1.143032515944787,349.73000276639283,0.8372247946403564,0.9426386233269598,0.8859649122807017,0.8511904761904762,0.9188191881918819,166,250,416,7.081270599999698,
28,2053,832,529,0.6358173076923077,303,0.3641826923076923,1,528,0.6346153846153846,9,1337.7843467029493,0.3671476504545656,1.1106483323423548,358.8623154956294,0.9739074271028679,0.990530303030303,0.9528301886792453,0.9939393939393939,0.9847328244274809,166,250,416,6.668504899998879,
29,2054,832,517,0.6213942307692307,315,0.3786057692307693,1,516,0.6201923076923077,9,1372.044043612138,0.35771225785306915,1.112319410309794,339.5515953673482,0.9401018338601124,0.9786821705426356,0.908256880733945,0.9810126582278481,0.9653846153846154,166,250,416,6.64192009999897,
30,2055,832,517,0.6213942307692307,315,0.3786057692307693,2,515,0.6189903846153846,6,1294.5720163909714,0.3733235309590901,1.0764090176847378,384.676860692735,0.9788776959135029,0.9922330097087378,0.9603960396039604,0.9936708860759493,0.9884615384615385,166,250,416,4.433072300000276,
31,2056,832,525,0.6310096153846154,307,0.3689903846153846,3,522,0.6274038461538461,5,1374.783715448131,0.3739272900198245,1.1460971459163583,338.0489197860918,0.9152109443113613,0.9712643678160919,0.926605504587156,0.9367088607594937,0.9555555555555556,166,250,416,5.365214200000992,
32,2057,832,517,0.6213942307692307,315,0.3786057692307693,0,517,0.6213942307692307,11,1370.3537635314399,0.36519784214904144,1.1289095494797359,340.4816897892314,0.9326787667459658,0.97678916827853,0.9326923076923077,0.9506172839506173,0.9657794676806084,166,250,416,5.9865382999996655,
33,2058,832,532,0.6394230769230769,300,0.36057692307692313,2,530,0.6370192307692307,8,1368.3644176410874,0.36691738818321,1.149611156256734,341.57929193564195,0.9587515992264274,0.9849056603773585,0.9285714285714286,0.9871794871794872,0.9777777777777777,166,250,416,4.5192690000003495,
34,2059,832,520,0.625,312,0.375,0,520,0.625,4,1312.8650107628425,0.3664619747883852,1.1000561319417104,373.5414144016595,0.8563565551216802,0.9442307692307692,0.7966101694915254,0.89375,0.9372693726937269,166,250,416,4.646781999999803,
35,2060,832,534,0.6418269230769231,298,0.35817307692307687,5,529,0.6358173076923077,10,1306.7630277506523,0.3804958334970737,1.0930475475234231,377.22120578040574,0.9578107518439587,0.9867674858223062,0.9903846153846154,0.9570552147239264,0.9776951672862454,166,250,416,5.652515300000232,
36,2061,832,523,0.6286057692307693,309,0.3713942307692307,2,521,0.6262019230769231,5,1348.910928916111,0.3588466814304283,1.1523651369876913,352.48318459864885,0.9218828614183594,0.9712092130518234,0.9026548672566371,0.937888198757764,0.9656488549618321,166,250,416,7.1598053999987314,
37,2062,832,508,0.6105769230769231,324,0.38942307692307687,1,507,0.609375,8,1326.097442216554,0.3759806895387816,1.1258262686592475,365.67796208903985,0.9128823343017499,0.9704142011834319,0.9363636363636364,0.9281045751633987,0.9536679536679536,166,250,416,6.303937600001518,
38,2063,832,529,0.6358173076923077,303,0.3641826923076923,3,526,0.6322115384615384,4,1280.8410980420872,0.3764305602666582,1.0686769775702747,393.2442249327364,0.8878404680107668,0.9600760456273765,0.9026548672566371,0.8950617283950617,0.9485294117647058,166,250,416,4.6162659999990865,
39,2064,832,523,0.6286057692307693,309,0.3713942307692307,1,522,0.6274038461538461,3,1340.6019146518804,0.3748364760165818,1.1244438653949573,357.23692555008597,0.965619807744922,0.9865900383141762,0.9339622641509434,0.9815950920245399,0.9846153846153847,166,250,416,4.982534500000838,
40,2065,832,528,0.6346153846153846,304,0.3653846153846154,1,527,0.6334134615384616,10,1355.2044354978157,0.3736655700507624,1.1276759568460575,348.9213502407528,0.9602615455719754,0.9848197343453511,0.9259259259259259,0.9811320754716981,0.9813432835820896,166,250,416,5.23937130000013,
41,2066,832,522,0.6274038461538461,310,0.37259615384615385,4,518,0.6225961538461539,12,1365.9804216558607,0.3690453869361881,1.1486163304119943,342.89884964518933,0.9644988520839985,0.9845559845559846,0.9252336448598131,0.9625,0.9922779922779923,166,250,416,7.35402410000097,
42,2067,832,516,0.6201923076923077,316,0.3798076923076923,1,515,0.6189903846153846,3,1332.9762890335935,0.37484914193169744,1.0911727857085798,361.65184044277163,0.9788828309027905,0.9922330097087378,0.9615384615384616,0.9938650306748467,0.9880952380952381,166,250,416,4.55415770000036,
43,2068,832,552,0.6634615384615384,280,0.33653846153846156,7,545,0.6550480769230769,7,1353.1186824736656,0.3493953221232396,1.104866820666766,350.0981194411119,0.9121989684271691,0.9724770642201835,0.9568965517241379,0.9404761904761905,0.9456521739130435,166,250,416,5.030408399999942,
44,2069,832,536,0.6442307692307693,296,0.3557692307692307,1,535,0.6430288461538461,10,1342.795006589251,0.37989276566917823,1.1059718684367426,355.97650231281546,0.9607721925401899,0.9850467289719627,0.9396551724137931,0.9700598802395209,0.9846153846153847,166,250,416,5.296745900001042,
45,2070,832,527,0.6334134615384616,305,0.36658653846153844,2,525,0.6310096153846154,5,1308.1969430727934,0.3742240543116872,1.0925976873386443,376.35339977165177,0.9695614560862515,0.9885714285714285,0.9444444444444444,0.9870967741935484,0.9850746268656716,166,250,416,5.932844400000249,
46,2071,832,538,0.6466346153846154,294,0.3533653846153846,2,536,0.6442307692307693,6,1269.7749266462624,0.3674378916420749,1.0333015487908328,400.2837685947781,0.9334166899833477,0.9776119402985075,0.9375,0.9570552147239264,0.9633699633699634,166,250,416,4.556395399999019,
47,2072,832,523,0.6286057692307693,309,0.3713942307692307,1,522,0.6274038461538461,11,1333.4110948043065,0.37948589128407273,1.0989195069138493,361.39874872897946,0.9707765625864044,0.9904214559386973,0.9636363636363636,0.9935064935064936,0.9809885931558935,166,250,416,4.878026600001249,
48,2073,832,520,0.625,312,0.375,0,520,0.625,5,1379.8528608428257,0.3534426956665739,1.1416274018876156,335.28429175996547,0.8718679430035096,0.9442307692307692,0.7711864406779662,0.875,0.9619771863117871,166,250,416,3.520934499998475,
49,2074,832,527,0.6334134615384616,305,0.36658653846153844,2,525,0.6310096153846154,5,1391.0421132390204,0.36247345690655747,1.1657765429856906,329.2531834251709,0.9464697382095364,0.9809523809523809,0.9363636363636364,0.961038961038961,0.974169741697417,166,250,416,5.9153127999998105,
50,2075,832,536,0.6442307692307693,296,0.3557692307692307,4,532,0.6394230769230769,6,1354.8397974940847,0.3714061432546473,1.1126009677393789,349.12681544606545,0.9362367988275034,0.9774436090225563,0.9196428571428571,0.9612903225806452,0.9675090252707581,166,250,416,6.451270600000498,
51,2076,832,543,0.6526442307692307,289,0.3473557692307693,1,542,0.6514423076923077,7,1399.3562488447549,0.3503227469210684,1.1985886442797986,324.83424805449806,0.8483895042418285,0.9446494464944649,0.8425925925925926,0.8757062146892656,0.926829268292683,166,250,416,8.745734899999661,
52,2077,832,529,0.6358173076923077,303,0.3641826923076923,0,529,0.6358173076923077,5,1341.5346309526817,0.3685758656131526,1.1051813045840413,356.7003671983429,0.9177007559337982,0.9716446124763705,0.911504424778761,0.9493670886075949,0.9560439560439561,166,250,416,6.219112699998732,
53,2078,832,534,0.6418269230769231,298,0.35817307692307687,2,532,0.6394230769230769,3,1372.7421068005992,0.35774866143251366,1.1555238859934507,339.1681470427727,0.9392008772053381,0.981203007518797,0.9716981132075472,0.9567901234567902,0.9635036496350365,166,250,416,6.374589600000036,
54,2079,832,509,0.6117788461538461,323,0.38822115384615385,0,509,0.6117788461538461,8,1347.1288990339199,0.37332352708015965,1.0992799690551498,353.49777715551005,0.9194278119166035,0.9724950884086444,0.9099099099099099,0.9615384615384616,0.953125,166,250,416,4.143654699999388,
55,2080,832,530,0.6370192307692307,302,0.3629807692307693,2,528,0.6346153846153846,8,1355.5676763611368,0.37314244202427543,1.1276994724479084,348.71678219507385,0.8831995018860592,0.9621212121212122,0.9345794392523364,0.9107142857142857,0.9340659340659341,166,250,416,4.719223599999168,
56,2081,832,511,0.6141826923076923,321,0.3858173076923077,1,510,0.6129807692307693,3,1321.0071179586746,0.3737993754758752,1.1228779892364322,368.6842735251382,0.9339907653237485,0.9725490196078431,0.8878504672897196,0.9294871794871795,0.9808429118773946,166,250,416,3.9468290000004345,
57,2082,832,523,0.6286057692307693,309,0.3713942307692307,0,523,0.6286057692307693,4,1350.3880129517897,0.3784618124793993,1.118397051938378,351.64424156395114,0.9226812321645457,0.97131931166348,0.875,0.968944099378882,0.9584905660377359,166,250,416,3.7635635000006005,
58,2083,832,524,0.6298076923076923,308,0.3701923076923077,0,524,0.6298076923076923,4,1337.8335363082354,0.37602407163053553,1.1016310737928228,358.8338804280279,0.9734996100977216,0.9904580152671756,0.9716981132075472,0.9743589743589743,0.9887640449438202,166,250,416,6.635678599999665,
59,2084,832,521,0.6262019230769231,311,0.37379807692307687,3,518,0.6225961538461539,8,1409.0088625177757,0.3624542723181427,1.1440312926628209,319.7693346522133,0.8067220828530995,0.9305019305019305,0.8275862068965517,0.8554216867469879,0.8970588235294118,166,250,416,4.514055200001167,
60,2085,832,515,0.6189903846153846,317,0.3810096153846154,2,513,0.6165865384615384,5,1423.2659620232398,0.3526885844254355,1.1864948119636924,312.41403265857514,0.9061637710486898,0.9668615984405458,0.9117647058823529,0.9192546583850931,0.9550561797752809,166,250,416,4.308229399999618,
61,2086,832,534,0.6418269230769231,298,0.35817307692307687,0,534,0.6418269230769231,8,1395.9045523511977,0.36796929712925847,1.132860329117026,326.6624227869879,0.9023594296083077,0.9606741573033708,0.8362068965517241,0.9244186046511628,0.9625468164794008,166,250,416,4.252103099999658,
62,2087,832,528,0.6346153846153846,304,0.3653846153846154,1,527,0.6334134615384616,10,1276.863141516908,0.3686077842243034,1.078384696785059,395.76068210482595,0.9276136726340377,0.9753320683111955,0.9363636363636364,0.9457831325301205,0.9621212121212122,166,250,416,5.662833399999727,
63,2088,832,525,0.6310096153846154,307,0.3689903846153846,1,524,0.6298076923076923,4,1328.7812108236271,0.3719088405801785,1.0744657092031948,364.10221951717796,0.9673863607932729,0.9885496183206107,0.9489795918367347,0.9873417721518988,0.9817518248175182,166,250,416,4.181634299999132,
64,2089,832,537,0.6454326923076923,295,0.3545673076923077,0,537,0.6454326923076923,8,1321.9162415114877,0.36947281212599015,1.1094012085329956,368.14565296288407,0.9714836131244786,0.9888268156424581,0.9473684210526315,0.9815950920245399,0.9887218045112782,166,250,416,6.31590529999994,
65,2090,832,527,0.6334134615384616,305,0.36658653846153844,1,526,0.6322115384615384,7,1320.101741202738,0.3874522608518905,1.0929905986915005,369.22141154619595,0.9599176050045679,0.9866920152091255,0.9622641509433962,0.9753086419753086,0.9773584905660377,166,250,416,4.836036200000308,
66,2091,832,525,0.6310096153846154,307,0.3689903846153846,1,524,0.6298076923076923,6,1388.8918815641975,0.36858982892550907,1.1393919728713897,330.40463493444986,0.9261099173865475,0.9751908396946565,0.9166666666666666,0.9696969696969697,0.9545454545454546,166,250,416,5.7104485999989265,
67,2092,832,527,0.6334134615384616,305,0.36658653846153844,2,525,0.6310096153846154,5,1390.3894475472698,0.3634491350310923,1.1368476381696386,329.6023102017079,0.9132545155001335,0.9676190476190476,0.8849557522123894,0.9329268292682927,0.9622641509433962,166,250,416,3.126947700000528,
68,2093,832,521,0.6262019230769231,311,0.37379807692307687,2,519,0.6237980769230769,6,1346.6124746702205,0.34915961078570235,1.1022665934854017,353.7923034359728,0.9463458550986474,0.9807321772639692,0.9279279279279279,0.96875,0.9728682170542635,166,250,416,5.5379354000015155,
69,2094,832,521,0.6262019230769231,311,0.37379807692307687,0,521,0.6262019230769231,10,1335.208857622173,0.392956523701337,1.1039403076975902,360.3540567971293,0.9715702103260759,0.9904030710172744,0.9716981132075472,0.9808917197452229,0.9847908745247148,166,250,416,5.539625199999136,
70,2095,832,515,0.6189903846153846,317,0.3810096153846154,1,514,0.6177884615384616,7,1358.6025652508613,0.37741399024292754,1.130402706456145,347.01188468348414,0.9686956489716604,0.9863813229571985,0.9433962264150944,0.9565217391304348,0.9960629921259843,166,250,416,6.484237100001337,
71,2096,832,521,0.6262019230769231,311,0.37379807692307687,1,520,0.625,10,1333.761044305319,0.3628396673416771,1.1166115385606508,361.19516999865635,0.9207495796553246,0.9711538461538461,0.9150943396226415,0.9259259259259259,0.9662921348314607,166,250,416,6.607621000001018,
72,2097,832,529,0.6358173076923077,303,0.3641826923076923,0,529,0.6358173076923077,5,1361.238167207912,0.36278313887948593,1.1533684139924862,345.5374606907269,0.9344598085248391,0.9773156899810964,0.9357798165137615,0.9493670886075949,0.9671532846715328,166,250,416,7.537642100000085,
73,2098,832,533,0.640625,299,0.359375,1,532,0.6394230769230769,9,1295.5145796008512,0.3712078516439691,1.0636071363824122,384.0954124258172,0.9318724222704096,0.9755639097744361,0.8859649122807017,0.9872611464968153,0.9598540145985401,166,250,416,5.356832900000882,
74,2099,832,531,0.6382211538461539,301,0.36177884615384615,0,531,0.6382211538461539,8,1357.1297609946457,0.37290459109957924,1.1151282448436768,347.83830377556814,0.9469995136467007,0.9830508474576272,0.9553571428571429,0.975609756097561,0.9659090909090909,166,250,416,7.395094199999221,
75,2100,832,515,0.6189903846153846,317,0.3810096153846154,3,512,0.6153846153846154,10,1359.5185744073153,0.3610055888574694,1.1384822504937147,346.49879727721503,0.9942337546886056,0.998046875,0.9902912621359223,1.0,0.9960474308300395,166,250,416,6.006510100000014,
76,2101,832,525,0.6310096153846154,307,0.3689903846153846,2,523,0.6286057692307693,12,1371.8541306195798,0.35572631461348464,1.1207529299088959,339.65598270112,0.9282347596327698,0.9770554493307839,0.9622641509433962,0.9444444444444444,0.9588014981273408,166,250,416,6.70316559999992,
77,2102,832,536,0.6442307692307693,296,0.3557692307692307,0,536,0.6442307692307693,9,1274.7272187659994,0.37870943176814664,1.070850590372567,397.11834843499844,0.9233328811284658,0.9720149253731343,0.896551724137931,0.9512195121951219,0.9630996309963099,166,250,416,4.3045154999999795,
78,2103,832,532,0.6394230769230769,300,0.36057692307692313,2,530,0.6370192307692307,4,1347.0788842094082,0.358405136076691,1.1317046520263365,353.52629165046653,0.8663641734301251,0.9528301886792453,0.9017857142857143,0.875,0.9345454545454546,166,250,416,5.346301100000346,
79,2104,832,521,0.6262019230769231,311,0.37379807692307687,1,520,0.625,7,1324.1515615764147,0.35645792778491325,1.0958180921572647,366.82445712506586,0.939726283859506,0.9788461538461538,0.9174311926605505,0.975609756097561,0.9651162790697675,166,250,416,4.349228300001414,
80,2105,832,521,0.6262019230769231,311,0.37379807692307687,2,519,0.6237980769230769,8,1387.457763433149,0.3820811139498274,1.1196853803086186,331.17459079978596,0.8921951815406091,0.9576107899807321,0.8285714285714286,0.9161676646706587,0.9553903345724907,166,250,416,4.5974545999997645,
81,2106,832,534,0.6418269230769231,298,0.35817307692307687,1,533,0.640625,7,1372.1566969892847,0.3802566022252467,1.1077228456942618,339.48968810927295,0.9305234883665944,0.9774859287054409,0.9285714285714286,0.9743589743589743,0.9566787003610109,166,250,416,4.369600800000626,
82,2107,832,524,0.6298076923076923,308,0.3701923076923077,0,524,0.6298076923076923,11,1382.5345435330914,0.37608976927386095,1.1313614372114886,333.82994577920783,0.9410853926621996,0.9770992366412213,0.908256880733945,0.950920245398773,0.9772727272727273,166,250,416,5.130447400000776,
83,2108,832,536,0.6442307692307693,296,0.3557692307692307,1,535,0.6430288461538461,4,1297.8042953971753,0.3918998172830044,1.0873604876775835,382.6864507378421,0.8967033111945254,0.9644859813084112,0.9009009009009009,0.927710843373494,0.9458483754512635,166,250,416,5.017660900000919,
84,2109,832,529,0.6358173076923077,303,0.3641826923076923,0,529,0.6358173076923077,9,1340.6422505659987,0.3638957112843381,1.0984489376717594,357.21370629503383,0.951737158967321,0.9810964083175804,0.9181818181818182,0.9625,0.9814126394052045,166,250,416,5.107197899998937,
85,2110,832,525,0.6310096153846154,307,0.3689903846153846,0,525,0.6310096153846154,7,1378.991336071224,0.3696693504546748,1.1425406930295425,335.7527194605693,0.9639660657304631,0.9866666666666667,0.9537037037037037,0.9681528662420382,0.9850187265917603,166,250,416,4.440892200000235,
86,2111,832,516,0.6201923076923077,316,0.3798076923076923,1,515,0.6189903846153846,4,1370.645978863238,0.3553091019223561,1.121378965212157,340.320731213213,0.9346278680242942,0.974757281553398,0.911504424778761,0.9371069182389937,0.9765625,166,250,416,5.1528440000001865,
87,2112,832,509,0.6117788461538461,323,0.38822115384615385,1,508,0.6105769230769231,9,1319.3487439838732,0.3684051943093935,1.092259971830288,369.6687080217857,0.9524104381573941,0.9822834645669292,0.9369369369369369,0.9617834394904459,0.9799196787148594,166,250,416,5.417367600000944,
88,2113,832,542,0.6514423076923077,290,0.3485576923076923,1,541,0.6502403846153846,6,1301.6050397456895,0.36370220289470584,1.062082444329614,380.358631003872,0.9079326345632541,0.9704251386321626,0.944954128440367,0.9352941176470588,0.9460431654676259,166,250,416,5.064397300000564,
89,2114,832,506,0.6081730769230769,326,0.39182692307692313,1,505,0.6069711538461539,7,1438.3999902858463,0.3552260256485381,1.1894090136763282,304.76585580301605,0.8765802640751178,0.9524752475247524,0.8490566037735849,0.884393063583815,0.952,166,250,416,6.480331199998545,
90,2115,832,538,0.6466346153846154,294,0.3533653846153846,1,537,0.6454326923076923,3,1350.1722010762126,0.3783011289857091,1.103932579811288,351.7667022586704,0.9734335513503496,0.9888268156424581,0.9439252336448598,0.9761904761904762,0.9925373134328358,166,250,416,4.765168699999776,
91,2116,832,523,0.6286057692307693,309,0.3713942307692307,0,523,0.6286057692307693,4,1249.1202813155592,0.3751217043803645,1.0676207040333654,413.75650617919575,0.9464392450092123,0.9808795411089866,0.9310344827586207,0.967741935483871,0.9732824427480916,166,250,416,4.5034481000002415,
92,2117,832,534,0.6418269230769231,298,0.35817307692307687,2,532,0.6394230769230769,6,1303.2130059161375,0.3820018417763721,1.0723080037724275,379.3778966318687,0.9596573833689158,0.9868421052631579,0.9724770642201835,0.967741935483871,0.9781818181818182,166,250,416,4.934256599999571,
93,2118,832,537,0.6454326923076923,295,0.3545673076923077,6,531,0.6382211538461539,7,1372.4968591253537,0.3681715983761329,1.1445965537673888,339.30281792361313,0.9121242443690919,0.9661016949152542,0.8672566371681416,0.93125,0.9637681159420289,166,250,416,6.413452300001154,
94,2119,832,524,0.6298076923076923,308,0.3701923076923077,2,522,0.6274038461538461,6,1368.354922263471,0.3669336774280317,1.1091099571633753,341.5845385703176,0.9127556604978782,0.9712643678160919,0.9380530973451328,0.9386503067484663,0.9501915708812261,166,250,416,4.24997760000042,
95,2120,832,530,0.6370192307692307,302,0.3629807692307693,2,528,0.6346153846153846,7,1395.0345289283052,0.37361461211804553,1.1405870500007278,327.1246541186305,0.9330369359194055,0.9753787878787878,0.9145299145299145,0.9493670886075949,0.9699248120300752,166,250,416,8.249834100000953,
96,2121,832,531,0.6382211538461539,301,0.36177884615384615,1,530,0.6370192307692307,7,1296.976318328068,0.3716713157298959,1.084751340617017,383.19536681571213,0.9278538773669179,0.9735849056603774,0.8899082568807339,0.9625,0.9636363636363636,166,250,416,6.300944799999343,
97,2122,832,519,0.6237980769230769,313,0.37620192307692313,0,519,0.6237980769230769,7,1407.8503235550947,0.3461447951656907,1.1835571344593674,320.3735747614517,0.8004722947731673,0.9248554913294798,0.7863247863247863,0.847457627118644,0.9015151515151515,166,250,416,5.738222600000881,
98,2123,832,518,0.6225961538461539,314,0.37740384615384615,3,515,0.6189903846153846,7,1285.7380156439608,0.3818804629420684,1.0574618020919695,390.1678152250371,0.8418941619191952,0.945631067961165,0.8782608695652174,0.8819875776397516,0.9138576779026217,166,250,416,6.9440436999993835,
